"mūrus, -ī","a wall, city wall",4.3,murus
"mūtō, -āre, -āvī, -ātum","to move, move away, remove, change",2.4,muto
nam or namque,"for, you see",1.2,nam
"nārrō, -āre, -āvī, -ātum","to make known, tell, relate, narrate, report, recount, set forth",3.1,narro
"nāscor, -ī, nātus","to be born, begin life, be produced, proceed, be begotten",3.3,nascor
"nātūra, -ae","nature, natural constitution, property, quality",2.2,natura
"nātus (gnātus), -ī",a son,4.3,natus
"nāvis, -is",a ship,1.4,navis
-ne,"added in a direct question as a question mark to the first or principal word of the 
clause",2.5,-ne
nē,"no, not, that not, lest, so that not",1.2,ne
nec or neque,"and not, also not, nor",1.1,nec
"negō, -āre, -āvī, -ātum","to say no, deny, refuse",2.2,nego
nēmō,"no man, no one, nobody",2.5,nemo
"nemus, -oris","a tract of woodland, wood, forest, grove",6.1,nemus
nī,"not; if not, unless",1.3,ni
nihil or nil,nothing,1.2,nihil
nisi,"if not, unless, except",1.3,nisi
"nōbilis, -e","that is known, well-known, famous, noted, celebrated, renowned",5.4,nobilis
"nōlō, nōlle, nōluī","to wish ... not, not to wish, to be unwilling",5.4,nolo
"nōmen, -inis",name,4.4,nomen
nōn,"not, by no means, not at all",1.1,non
nōndum,not yet,1.4,nondum
"nōs, nostrum/nostrī, nōbīs, nōs, 
nōbīs","we, us",1.2,nos
"nōscō, -ere, nōvī, nōtum","to get knowledge of, become acquainted with, come to know, learn, discern",1.4,nosco
"noster, -stra, -strum","our, our own, ours, of us",1.2,noster
"nōtus, -a, -um","known, well known",3.5,notus
"novus, -a, -um","new, not old, young, fresh, recent",2.2,novus
"nox, noctis",night,2.1,nox
"nūbēs, -is","a cloud, mist, vapor",2.1,nubes
"nūbila, -ōrum","clouds, rain-clouds",2.4,nubila
"nūllus, -a, -um","not any, none, no",1.2,nullus
"nūmen, -inis","a nod; hence, a command, will, authority, divine will; divinity, deity",3.1,numen
"numerus, -ī",a number,1.4,numerus
numquam,"at no time, never",3.6,numquam
nunc,"now, at present, at this time",1.2,nunc
"nympha, -ae","one of the nymphs, demi-goddesses who inhabit the sea, rivers, fountains, 
woods, trees, and mountains",4.4,nympha
ō,O! oh!,4.2,o
ob,"on account of, for, because of, by reason of, for the sake of (with acc.)",4.1,ob
"obscūrus, -a, -um","dark, dusky, shady, obscure",3.1,obscurus
"occidō, -ere, -cidī, -cāsum","to fall down, fall",2.1,occido
"occupō, -āre, -āvī, -ātum","to take into possession, seize, occupy, master, win",5.4,occupo
"oculus, -ī",an eye,1.3,oculus
"omnis, -e","all, every",1.1,omnis
"operiō, -īre, -uī, -ertum","to cover, cover over",2.2,operio
"ops, opis","power, might; aid, help; property, substance, wealth",4.1,ops
"optō, -āre, -āvī, -ātum","to choose, select, prefer, wish, wish for, desire",6.3,opto
"opus, -eris","work, labor, toil",1.4,opus
"ōra, -ae","an extremity, border, edge, margin, end, boundary, limit, shore",2.1,ora
"orbis, -is","a ring, circle, re-entering way, circular path, hoop, orbit",4.3,orbis
"ōrdō, -inis","a row, line, series, order, rank",5.3,ordo
"ōrō, -āre, -āvī, -ātum","to speak, argue, plead, pray, beg, implore",2.1,oro
"ōs, ōris",the mouth; (in general) the face,4.2,os
"ostendō, -ere, -dī, -tum","to stretch out, spread before, expose to view, show, point out, exhibit, display",3.2,ostendo
"Pallas, -antis","Pallas, son of Evander",6.5,Pallas
"palma, -ae","the palm, flat hand; a palm tree, palm",4.2,palma
"pār, paris",equal,3.5,par
"parcō, -ere, pepercī, parsum","to act sparingly, be sparing, spare, refrain from, use moderately",6.1,parco
"parēns, -entis","a procreator, father, mother, parent",2.4,parens
pariter,"equally, in an equal degree, in like manner, as well, as much, alike",4.3,pariter
"parō, -āre, -āvī, -ātum","to make ready, prepare, furnish, provide, arrange, order, contrive, design",4.4,paro
"pars, partis","a part, piece, portion, share, division, section",1.2,pars
parum,"too little, not enough, insufficiently",2.4,parum
"parvus, -a, -um","little, small, petty, puny, inconsiderable",4.3,parvus
"pater, -tris",a father,1.2,pater
"patior, -ī, passus","to bear, support, undergo, suffer, endure",2.3,patior
"patria, -ae","a fatherland, native land, own country, native place",4.3,patria
"patrōna, -ae","a protectress, patroness, female patron",3.5,patrona
"paucus, -a, -um","few, little",3.4,paucus
paulum,"a little, a trifle",2.1,paulum
"pāx, pācis","a compact, agreement, peace, treaty of peace",6.1,pax
"pectus, -oris","a breast, chest",4.2,pectus
"pendeō, -ēre, pependī","to hang, hang down, be suspended",4.2,pendeo
per,"through, across, along, among (with acc.)",1.1,per
"perdō, -ere, -didī, -ditum","to make away with, destroy, ruin, squander, dissipate, throw away, waste, lose",3.4,perdo
"pereō, -īre, -iī or -īvī, -itum","to pass away, come to nothing, vanish, disappear, perish, die",2.3,pereo
"perīculum or perīclum, -ī","a trial, experiment, attempt, test; risk, hazard, danger, peril",1.3,periculum
"perveniō, -īre, -vēnī, -ventum","to come up, arrive, reach",3.4,pervenio
"pēs, pedis",a foot,4.3,pes
"petō, -ere, -īvī and iī, -itum","to strive for, seek, aim at, repair to, make for, travel to",1.2,peto
"pharetra, -ae",a quiver,4.2,pharetra
"placeō, -ēre, -cuī or placitus sum, -
citum","to please, give pleasure, be approved, be pleasing, be agreeable, be acceptable, 
suit, satisfy",2.2,placeo
"plēnus, -a, -um","full, filled",6.2,plenus
"Plīnius, -a",the name of a Roman gens,2.1,Plinius
"plūs, plūris",more,2.2,plus
"poena, -ae","compensation, retribution, punishment, penalty, price",6.3,poena
"pōnō, -ere, posuī, positum","to put down, set down, put, place, set, fix, lay, deposit",3.2,pono
"populus, -ī","a people, nation",1.3,populus
"pōscō, -ere, popōscī","to ask urgently, beg, demand, request, desire",1.4,posco
"possum, posse, potuī","to be able, have power, can",1.1,possum
post,"behind, after (with acc.); behind, afterwards, after, later",2.4,post
postquam or post quam,"after that, after, as soon as, when",3.2,postquam
"praestō, -āre, -itī, -ātum or -itum","to stand out, be superior, be better; to exhibit, discharge, fulfill",5.3,praesto
"precor, -ārī, -ātus","to ask, beg, entreat, pray, supplicate, request, call upon, beseech",2.4,precor
"premō, -ere, -essī, -essum",to press,2.3,premo
prīmum,"at first, first, in the first place, in the beginning",4.3,primum
"prīmus, -a, -um","the first, first",1.3,primus
"prīnceps, -cipis","the first man, first person; a chief, leader, ruler, emperor",3.5,princeps
"prīnceps, -cipis","first in order, foremost, chief",5.1,princeps
"prior, prius","former, previous, prior, first",3.2,prior
prius,"sooner, first, previously",5.5,prius
priusquam or prius quam,"before that, before; sooner, rather",5.5,priusquam
prō,"before, in front of, for (with abl.)",3.5,pro
procul,"in the distance, at a distance, away, apart, far, afar off, from afar",1.4,procul
"proelium, -ī","a battle, combat",6.2,proelium
"proficīscor, -ī, -fectus","to set out, start, go, march, depart",2.3,proficiscor
prope,"near, near to (with acc.)",2.5,prope
"properō, -āre, -āvī, -ātum","to make haste, hasten, be quick, be in haste, go quickly",1.4,propero
propius,"more nearly, more closely, nearer, closer",2.1,propius
propter,"near, close to; because of, on account of (with acc.)",2.2,propter
"prōsum, prōdesse, prōfuī","to be useful, be of use, do good, benefit, profit, serve",5.2,prosum
"proximus or proxumus, -a, -um","the nearest, next",2.1,proximus
"puella, -ae","a female child, girl, maiden",4.3,puella
"puer, -erī","a male child, boy, young man",3.2,puer
"pūgna, -ae","a hand-to-hand fight, fight at close quarters, battle, combat, action, engagement",6.2,pugna
"pulcher, -chra, -chrum","beautiful, beauteous, handsome",2.1,pulcher
"pūmex, -icis",a pumice stone,2.1,pumex
"putō, -āre, -āvī, -ātum","to believe, think, suppose",1.3,puto
quā,"on which side, at which place, in what direction, where, by what way",3.2,qua
"quaerō, -ere, -sīvī, -sītum","to seek, look for; ask",4.4,quaero
"quālis, -e","of what sort, of what nature, what kind of a; of such a sort, kind, or nature, such 
as, as",2.4,qualis
quam,"in what manner, how greatly, how, how much; as, than; after than, earlier than",1.1,quam
quamquam,"though, although, albeit, notwithstanding that",2.1,quamquam
quamvīs,"as you will, as much as you will, however much, as much as possible, very much, 
extremely, exceedingly; although",1.4,quamvis
"quantus, -a, -um","of what size, how much, how great; as (correl. with tantus)",5.1,quantus
quasi,"as if, just as if, as though",2.1,quasi
quater,four times,4.2,quater
-que,and (affixed to a word and joining it with a preceding word),1.1,-que
"quī, quae, quod","who, which, that",1.1,qui
quia,"because, since",1.3,quia
"quīcumque, quaecumque, 
quodcumque","whoever, whatever, whosoever, whatsoever, every one who, everything that, all 
that",6.3,quicumque
"quīdam, quaedam, quoddam and 
quiddam","a certain, a certain one, somebody, one, something",1.3,quidam
quidem,"assuredly, certainly, in fact, indeed",2.2,quidem
"quiēscō, -ere, -ēvī, -ētum","to rest, repose, keep quiet, be inactive, be at peace",2.2,quiesco
quīn,"why not; but, indeed, really, in fact",4.5,quin
quippe,"of course, as you see, obviously, as one might expect, naturally, by all means",5.5,quippe
"quis, qua, quid","anyone, anything, someone, something (often with si, ne, num or nisi)",3.1,quis
"quis, quid","who, what",2.3,quis
"quisquam, quaequam, quicquam or 
quidquam","any, any one",1.1,quisquam
"quisque, quaeque, quidque or 
quodque","whoever it be, whatever, each, each one, every, everybody, every one",3.6,quisque
"quisquis, quaeque, quodquod or 
quidquid","whoever, whosoever, whatever, whatsoever, every one who, each, every, all",2.4,quisquis
quō,"to where, in where, where; for which reason, to what end, why, in order that, so 
that",1.4,quo
quod,"that, in that, because, but, though",2.4,quod
quoque,"also, too",1.2,quoque
"rapiō, -ere, -puī, -ptum","to seize and carry off, snatch, tear, pluck, drag, hurry away",4.1,rapio
"ratiō, -ōnis","a reckoning, numbering, casting up, account, calculation, computation; reason",2.2,ratio
"recipiō, -ere, -cēpī, -ceptum","to take back, bring back, retake, regain, recover; to receive, accept",3.4,recipio
"reddō, -ere, -didī, -ditum","to give back, return, restore; to give up, hand over, deliver",2.2,reddo
"redeō, -īre, -iī, -itum","to go back, turn back, return, turn around",3.3,redeo
"referō, referre, rettulī, relātum","to bear back, bring back, drive back, carry back",2.2,refero
"rēgīna, -ae",a queen,4.1,regina
"rēgnum, -ī","kingly government, royal authority, kingship, royalty; a kingdom",4.1,regnum
"regō, -ere, rēxī, rēctum","to keep straight, guide, conduct, direct, control, rule",2.1,rego
"relinquo, -ere, -līquī, -lictum","to leave behind, not take along, not stay with, leave, move away from, quit, 
abandon",2.2,relinquo
"requīrō, -ere, -sīvī, -sītum","to seek again, look after, search for, ask",2.4,requiro
"rēs, reī","a thing, object, matter, affair, business, event, fact, circumstance, occurrence, 
deed, condition, case",1.1,res
"resideō, -ēre, -sēdī","to sit back, remain sitting, remain behind, be left, stay, remain, rest, linger, tarry, 
abide, reside",2.1,resideo
"respiciō, -ere, -spēxī, -spectum","to look back, look behind, look about, see behind, look back upon, gaze at, look 
for",2.4,respicio
"respondeō, -ēre, -spondī, -spōnsum","to answer, reply, respond, make answer",1.4,respondeo
"rēx, rēgis","a ruler, king",1.2,rex
"rogō, -āre, -āvī, -ātum","to ask, question, interrogate",3.2,rogo
"Rōmānus, -a, -um","of Rome, Roman",3.5,Romanus
"rumpō, -ere, rūpī, ruptum","to break, burst, tear, rend, rupture, break asunder, burst in pieces, force open",2.3,rumpo
rūrsus or rūrsum,"turned back, back, backwards; back again, again, once more",2.2,rursus
"sacer, -cra, -crum","dedicated, consecrated, devoted, sacred",4.3,sacer
"saeculum or saeclum, -ī","a race, generation, age, the people of any time",3.4,saeculum
saepe,"often, oft, oftentimes, many times, frequently",3.5,saepe
"saevus, -a, -um","raging, mad, furious, fell, fierce, savage, ferocious, cruel, violent, harsh, severe",4.1,saevus
"salūs, -ūtis","soundness, health, good health, vigor, safety",1.4,salus
"sanguis (sanguen), -inis",blood,4.1,sanguis
"sapiēns, -entis","wise, knowing, sensible",5.4,sapiens
satis or sat,"enough, sufficient, satisfactory, ample, adequate",5.1,satis
"saxum, -ī","a large stone, broken rock, boulder, rock",6.5,saxum
"scelus, -eris","a wicked deed, heinous act, crime, sin, enormity, wickedness",4.3,scelus
"sciō, -īre, -īvī, -ītum","to know, understand, perceive, have knowledge of, be skilled in",2.2,scio
"scrībō, -ere, scrīpsī, scrīptum","to write, write out, compose, draw up, produce",2.1,scribo
sed,"but, on the contrary, but also, but even, but in fact",1.1,sed
"sedeō, -ēre, sēdī, sessum","to sit, remain, settle",2.3,sedeo
"sēdēs, -is","a seat, bench, chair, throne; place, spot",2.2,sedes
semper,"ever, always, at all times, continually, perpetually, forever",1.3,semper
"senātus, -ūs","the council of the elders, council of state, Senate",5.1,senatus
"sentiō, -īre, sēnsī, sensum","to discern by sense, feel, hear, see, perceive, be sensible of",3.3,sentio
"sequor, -ī, secūtus","to follow, come after, follow after, attend, accompany",2.3,sequor
"sermō, -ōnis","speech, talk, conversation, discourse",3.6,sermo
"servō, -āre, -āvī, -ātum","to make safe, save, keep unharmed, preserve, guard, keep, protect, deliver, 
rescue",6.2,servo
"servus, -ī","a slave, enslaved person",5.5,servus
sī,if,1.1,si
sīc,"so, thus, in this manner, in such a manner, in the same way or manner, in like 
manner, likewise",1.2,sic
"sīdus, -eris","a group of stars, constellation, heavenly body, star",4.2,sidus
"sīgnum, -ī","a mark, token, sign, indication, proof; a military standard, banner",3.2,signum
"silva, -ae","a wood, forest, woodland",6.1,silva
"similis, -e","like, resembling, similar",2.2,similis
simul,"at the same time, together, at once, simultaneously",3.6,simul
sine,without (with abl.),3.5,sine
"sinus, -ūs","a bent surface, curve, fold, hollow, coil; the bosom, lap; a bay, gulf",1.4,sinus
sīve or seu,or if,3.1,sive
"socius, -a, -um","sharing, joining in, partaking, united, associated, kindred, allied, fellow, common",6.3,socius
"sōl, sōlis",the sun,1.4,sol
"soleō, -ēre, -uī, -itum","to be used, be wont, be accustomed",2.3,soleo
"sōlus, -a, -um","alone, only, single, sole",4.4,solus
"solvō, -ere, solvī, solūtum","to loosen, unbind, unfasten, unfetter, untie, release",1.4,solvo
"somnus, -ī",sleep; (in plural) a dream,2.2,somnus
"sonō, -āre, -uī, -itum","to make a noise, sound, resound",2.2,sono
"soror, -ōris",a sister,4.4,soror
"sors, sortis","a lot, a decision by lot, drawing; an oracular response, prophecy",4.2,sors
"spatium, -ī","a space, room, extent, distance, interval",2.3,spatium
"spectō, -āre, -āvī, -ātum","to look on, look at, behold, gaze at, watch, observe, inspect, attend",5.4,specto
"spēs, spēī",hope,2.4,spes
"spīritus, -ūs","a breathing, breath",2.1,spiritus
statim,"forthwith, straightway, at once, immediately, instantly",2.2,statim
"sternō, -ere, strāvī, strātum","to spread out, stretch out, extend, scatter; cover; overthrow, lay low, kill",2.4,sterno
"stilus, -ī","a pen, stylus used for writing on wax tablets",3.1,stilus
"stō, -āre, stetī, statum","to stand, stand still, remain standing, be upright, be erect",3.2,sto
"strīdeō, -ēre","to make a harsh noise, hiss, whiz",4.2,strideo
"studium, -ī","application, assiduity, zeal, eagerness, fondness, inclination, desire, exertion, 
endeavor, study",2.3,studium
sub,"under, below, beneath, underneath, behind (with abl.); under, below, beneath, 
up to, towards (with acc.)",2.1,sub
subitō,"suddenly, immediately, unexpectedly, at once",4.2,subito
"subsistō, -ere, -stitī","to take a stand, take position, stand still, remain standing, stop, halt",2.2,subsisto
"sum, esse, fuī",to be,1.1,sum
"summus, -a, -um","uppermost, highest, topmost",3.1,summus
"sūmō, -ere, sūmpsī, sūmptum","to take, take up, take in hand, lay hold of, assume",3.6,sumo
super,"above, on top, over (with acc. and abl.)",2.2,super
"superbus, -a, -um","haughty, proud, vain, arrogant, insolent, domineering",4.1,superbus
"superus, -a, -um","that is above, upper, higher",1.3,superus
"surgō, -ere, surrēxī, surrectum","to rise, arise, get up, stand up",2.2,surgo
"suspendō, -ere, -dī, -sum","to hang up, hang, suspend",2.4,suspendo
"sustineō, -ēre, tentus, ēre","to hold up, hold upright, uphold, bear up, keep up, support, sustain",3.4,sustineo
"suus, -a, -um","of oneself, belonging to oneself, his own, her own, his, her, its, their",1.1,suus
"taceō, -ēre, -cuī, -citum","to be silent, not speak, say nothing",5.1,taceo
"tacitus, -a, -um","passed in silence, not spoken of, kept secret, unmentioned, silent, secret, hidden",2.3,tacitus
"tālis, -e","such, of such a kind, such like, the like",4.2,talis
tam,"in such a degree, as much, so, so much",1.3,tam
tamen,"notwithstanding, nevertheless, for all that, however, yet, still",1.2,tamen
tamquam or tanquam,"as much as, so as, just as, like as, as if, so to speak",2.4,tamquam
tandem,"at length, at last, in the end, finally",2.4,tandem
tantum,"so much, so greatly; only, merely, but",3.4,tantum
tantum modo,"only, merely",2.5,tantum
"tantus, -a, -um","of such size, of such a measure, so great, such",1.3,tantus
"tēctum, -ī","a covered structure, roofed enclosure, shelter, house, dwelling, abode, roof",2.2,tectum
"tegō, -ere, tēxī, tēctum","to cover, cover over",4.3,tego
"tellūs, ūris","the earth, globe",4.4,tellus
"tēlum, -ī","a missile weapon, missile, dart, spear, shaft, javelin",4.2,telum
"templum, -ī","a temple, shrine, sanctuary",4.2,templum
"temptō (tentō), -āre, -āvī, -ātum","to handle, touch, feel; to try, prove, test, attempt",3.4,tempto
"tempus, -oris","a portion of time, time, period, season, interval",1.3,tempus
"tendō, -ere, tetendī, tentum","to stretch, spread out, extend, intend",4.1,tendo
"tenebrae, -ārum","darkness, gloom",2.2,tenebrae
"teneō, -ēre, tenuī, tentum","to hold, keep, have, grasp, hold fast",1.3,teneo
"tener, -era, -erum","soft, delicate, tender, yielding",6.2,tener
"tergum, -ī","the back; the hide, skin",2.4,tergum
"terra, -ae",the earth,1.2,terra
"Teucrī, -ōrum","the Teucrians, Trojans",4.2,Teucri
"timeō, -ēre, -uī","to fear, be afraid, be fearful, be apprehensive, be afraid of, dread, apprehend",3.6,timeo
"timor, -ōris","fear, dread, apprehension, timidity, alarm, anxiety",2.2,timor
"tollō, -ere, sustulī, sublātum","to lift, take up, raise, elevate, exalt, remove",1.4,tollo
"torqueō, -ēre, torsī, tortum","to turn, turn about, turn away, twist, bend, wind",2.3,torqueo
tot,"so many, such a number of",4.1,tot
"tōtus, -a, -um","all, all the, all at once, the whole, entire, total",1.2,totus
"trādō, -ere, -didī, -ditum","to give up, hand over, deliver, surrender",1.4,trado
"trahō, -ere, trāxī, tractum","to draw, drag, haul, train along, draw off, pull forth, drag away",4.2,traho
"Trāiānus, -ī","Trajan, a Roman emperor",3.4,Traianus
"trānseō, -īre, -i(v)ī, -itum","to go over, go across, cross over, pass over, pass by, pass",6.5,transeo
"tremor, -ōris","a shaking, quaking, quivering, trembling, tremor",2.2,tremor
"trīstis, -e","sad, sorrowful, mournful, dejected, melancholy, gloomy, downcast, disconsolate",3.1,tristis
"Trōia, -ae","Troy, a city of Asia Minor",4.1,Troia
"Trōiānus, -a, -um","of Troy, Trojan",4.1,Troianus
"tū, tuī, tibi, tē, tē",you (singular),1.1,tu
tum,"then, at that time, in those times",1.2,tum
tunc,"then, at that time, just then, on that occasion",1.2,tunc
"turba, -ae","a turmoil, uproar, disorder, tumult, commotion, disturbance; a great number, 
throng, multitude, crowd",2.4,turba
"Turnus, -ī","Turnus, prince of the Rutuli and enemy of Aeneas",6.2,Turnus
"turpis, -e","ugly, unsightly, unseemly, repulsive, foul, filthy",4.4,turpis
"tūtus, -a, -um","guarded, safe, secure, out of danger",4.4,tutus
"tuus, -a, -um","your, yours, of you (singular)",1.2,tuus
ubi or ubī,"in which place, in what place, where; when, whenever, as soon as, as",1.3,ubi
"ūllus, -a, -um","any, any one",1.3,ullus
"ūltimus, -a, -um","farthest, most distant, most remote, uttermost, extreme, last",4.3,ultimus
"umbra, -ae","a shade, shadow",4.4,umbra
"umerus (humerus), -ī","the upper arm, shoulder",4.2,umerus
umquam,"at any time, ever",4.3,umquam
"unda, -ae","a wave, billow",4.2,unda
unde,"from which place, from where, whence",1.4,unde
"ūnus, -a, -um","one, a single; alone, only, sole, single; a or an",1.2,unus
"urbs, urbis","a walled town, city",1.2,urbs
"ūsus, -ūs","use, practice, employment, exercise, enjoyment",5.3,usus
ut or utī,"how, in what way; as, like; when; that, so that",1.1,ut
"uterque, utraque, utrumque","each, either, each one, one and the other, one as well as the other, both (of two 
regarded severally)",1.3,uterque
"ūtor, ūtī, ūsus","to use, make use of, employ, profit by, take advantage of, enjoy, serve oneself 
with",1.4,utor
"valeō, -ēre, -uī, -itum","to be strong, be vigorous, have strength, be able",2.2,valeo
"varius, -a, -um","diverse, different, manifold, changing, varying, various",2.2,varius
-ve,or,3.3,-ve
vel,or,3.4,vel
velut or velutī,"even as, just as, like as, like",1.4,velut
"veniō, -īre, vēnī, ventum",to come,1.2,venio
"ventus, -ī",wind,1.4,ventus
"verbum, -ī",a word,2.5,verbum
vērō,"in truth, in fact, certainly, truly, to be sure, surely, assuredly",1.4,vero
"vertex (vortex), -icis","a whirl, eddy, whirlpool, vortex; the highest point, top, peak, summit",3.2,vertex
"vertō or vortō, -ere, -tī, -sum","to turn, turn up, turn back, direct",1.4,verto
"vērus, -a, -um","true, real, actual, genuine",2.2,verus
"vester, -tra, -trum","your, yours, of you (plural)",3.3,vester
"vestīgium, -ī","the bottom of the foot, sole; footstep, step, footprint; a trace, mark, track, 
vestige",2.3,vestigium
"vestis, -is","a covering for the body, clothes, clothing, attire",6.4,vestis
"vetus, -eris","old, aged, advanced in years",4.1,vetus
"via, -ae","a way, highway, road, path, street",2.4,via
"vīctor, -ōris","a conqueror, vanquisher, victor",6.3,victor
"videō, -ēre, vīdī, vīsum","to see, discern, perceive; (in passive) to seem",1.1,video
"vincō, -ere, vīcī, vīctum","to conquer, overcome, get the better of, defeat, subdue, vanquish, be victorious, 
win, succeed",1.3,vinco
"vinculum or vinclum, -ī","a means of binding, fastening, band, bond, rope, cord, fetter, tie",3.1,vinculum
"vir, virī","a male person, adult male, man",1.2,vir
"virgō, -inis","a maiden, virgin, young woman, girl",6.2,virgo
"virtūs, -ūtis","manliness, manhood, strength, vigor, bravery, courage, excellence",6.4,virtus
"vīs, vis","strength, force, vigor, power, energy, virtue",3.6,vis
"vīta, -ae",life,1.2,vita
"vitium, -ī","a fault, defect, blemish, imperfection, vice",5.1,vitium
"vīvō, -ere, vīxī, victum","to live, be alive, have life",1.3,vivo
vix,"with difficulty, with much ado, hardly, scarcely, barely",2.4,vix
"vocō, -āre, -āvī, -ātum","to call, summon, invoke, call together, convoke",2.3,voco
"volnus (vulnus), -eris",a wound,6.1,volnus
"volō, -āre, -āvī, -ātum",to fly,4.4,volo
"volō, velle, voluī","to will, wish, want, be minded, determine",1.2,volo
"voltus (vultus), -ūs","countenance, features, expression, aspect; face",6.1,voltus
"voluptās, -ātis","satisfaction, enjoyment, pleasure, delight",3.6,voluptas
"volvō, -ere, volvī, volūtum","to cause to revolve, roll, turn about, turn round",4.1,volvo
"vōs, vestrum/vestrī, vōbīs, vōs, vōbīs",you (plural),2.3,vos
"vōtum, -ī","a promise to a god, solemn pledge, religious engagement, vow",5.1,votum
"vōx, vōcis","a voice, sound, tone, utterance, cry, call",2.4,vox
